worker_id,latitude,longitude,rainfall_mm,orders_accepted,orders_completed,is_active,gps_movement_km,rejected_orders,session_interactions,distance_from_event,claim_count_last_7_days,weather_api_1_mm,weather_api_2_mm,weather_api_3_mm,weather_disagreement_mm,claim_hour,trigger_met,location_check_pass,behavior_check_pass,activity_check_pass,activity_failed_checks,activity_validation_score,activity_validation_reasons,passive_presence_flag,official_data_check_pass,calculated_distance_km,gps_spoof_flag,duplicate_claim_flag,time_pattern_flag,fraud_label
3361,12.978349903809129,77.64419113234428,77.98,0,0,0,0.0,2,2,5.14,2,78.3,72.36,83.27,10.91,18,1,0,1,0,1,0.8,worker not logged in,0,1,5.43,0,0,0,0
2250,12.986755076480808,77.59302583758759,73.97,11,5,1,14.48,7,41,1.94,2,79.47,66.26,76.19,13.2,10,1,1,1,0,1,0.8,too many rejected orders,0,1,1.69,0,0,0,1
1391,12.981369669729224,77.5998697544135,97.73,7,0,1,1.27,7,27,1.29,2,98.61,98.81,95.75,3.06,20,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,1.23,0,0,0,1
2890,12.961026252109374,77.58361301343017,76.84,7,2,1,4.33,7,28,0.77,3,83.74,73.33,73.46,10.41,23,1,1,0,0,1,0.8,too many rejected orders,0,1,1.67,0,0,1,0
2230,12.983047797702174,77.57369956164767,79.9,3,0,1,0.0,3,12,2.73,2,76.03,83.08,80.61,7.05,23,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,2.6,0,0,1,1
3124,13.01168127973241,77.57271560147409,78.27,0,0,1,0.19,8,1,4.95,1,78.0,85.22,71.58,13.64,18,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,5.05,0,0,0,1
1899,12.967780077067614,77.60544665187346,98.12,15,6,1,21.4,10,52,1.75,0,100.78,110.06,83.54,26.52,13,1,1,1,0,1,0.8,too many rejected orders,0,0,1.25,0,0,0,0
3497,12.984303795633268,77.56361740136708,57.57,9,5,1,12.66,5,31,3.78,4,53.36,68.25,51.09,17.17,6,1,1,0,0,1,0.8,too many rejected orders,0,1,3.64,0,1,0,1
3017,12.964153157493437,77.63272819533965,6.7,3,3,1,9.71,2,18,4.48,0,0.29,19.82,0.0,19.82,12,0,0,1,1,0,1.0,genuine activity verified,0,0,4.21,0,0,0,0
1559,12.945729643340817,77.62072903698412,68.5,2,0,0,0.0,3,4,3.79,3,68.12,55.0,82.37,27.38,23,1,1,0,0,1,0.8,worker not logged in,0,0,4.04,0,0,1,1
2813,12.992515186676705,77.6385766576388,85.35,11,4,1,14.3,7,39,5.03,2,94.57,91.06,70.42,24.14,12,1,0,1,0,1,0.8,too many rejected orders,0,0,5.3,0,0,0,1
1717,13.012709538708167,77.62205353294108,74.84,9,0,1,2.92,10,27,5.44,1,72.06,68.49,83.97,15.48,16,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,5.45,0,0,0,0
1874,12.987045876039689,77.52662093812854,64.88,8,2,1,6.82,8,27,7.44,1,65.52,75.59,53.52,22.07,5,1,0,1,0,1,0.8,too many rejected orders,0,0,7.56,0,0,1,1
1626,12.972730214860402,77.59443256977472,68.61,2,0,1,0.0,3,11,0.6,4,68.95,77.45,59.44,18.01,22,1,1,0,0,2,0.6,no deliveries completed; gps movement too low,0,0,0.13,0,1,0,1
2705,12.959442612939196,77.71055202454238,93.71,0,0,1,0.1,11,1,12.58,0,86.81,103.21,91.11,16.4,23,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,12.64,1,0,1,1
1657,12.958474286714134,77.64524835112378,40.29,12,8,1,22.57,5,46,5.25,0,44.8,38.95,37.12,7.68,8,0,0,1,0,1,0.8,too many rejected orders,0,1,5.68,0,0,0,1
2596,12.951275160303373,77.57242214765974,83.11,7,0,0,1.21,8,24,3.01,1,80.03,79.48,89.81,10.33,9,1,1,1,0,1,0.8,worker not logged in,0,1,3.3,0,0,0,1
2456,12.90576795311644,77.61158048537726,93.52,8,0,1,0.0,8,18,7.89,0,95.93,88.64,95.98,7.34,11,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,7.55,0,0,0,1
2876,13.029063631090038,77.65655355894455,27.16,0,0,1,0.04,9,1,9.21,2,32.63,28.29,20.56,12.06,17,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,9.27,0,0,0,1
3483,12.980861873011133,77.53986447037069,38.2,3,1,1,3.69,3,13,5.94,0,29.43,34.73,50.45,21.02,16,0,0,1,1,0,1.0,genuine activity verified,0,0,6.02,0,0,0,0
1022,13.041825492208712,77.7498935602579,90.07,0,0,1,0.08,8,1,18.92,0,84.95,98.38,86.9,13.43,11,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,18.55,1,0,0,1
3475,12.950341723907728,77.58790303492717,32.84,8,4,1,13.58,6,33,2.15,3,38.48,36.26,23.79,14.69,17,0,0,0,0,1,0.8,too many rejected orders,0,0,2.47,0,0,0,1
1273,13.047415345019067,77.59097276621569,59.26,7,1,0,3.21,9,24,7.66,3,60.26,57.77,59.73,2.49,18,1,0,0,0,1,0.8,worker not logged in,0,1,8.44,0,0,0,0
2316,13.053913544569152,77.68181383741177,75.15,5,0,0,0.87,5,13,12.86,3,70.38,82.24,72.81,11.86,11,1,0,0,0,1,0.8,worker not logged in,0,1,13.15,1,0,0,1
1852,12.936595614312212,77.64038160557232,85.65,6,0,1,0.32,7,18,6.39,1,91.17,86.61,79.18,12.0,19,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,6.31,0,0,0,0
2597,12.931852603206293,77.56439271367195,26.36,2,0,1,0.24,3,13,5.41,0,24.42,23.96,30.69,6.72,10,0,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,0,5.5,0,0,0,1
2804,12.902243103870815,77.52632119980862,64.53,4,0,1,0.58,3,12,10.14,0,61.81,67.65,64.11,5.83,8,1,0,1,0,1,0.8,no deliveries completed,0,1,10.69,0,0,0,1
3149,13.032905115695726,77.607518211716,44.26,7,1,0,5.53,5,17,7.31,0,48.86,39.4,44.51,9.46,9,0,0,1,0,1,0.8,worker not logged in,0,1,6.96,0,0,0,1
2004,13.026442695630747,77.51285367655308,68.96,7,0,1,1.08,7,20,10.81,1,66.55,70.37,69.95,3.82,0,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,10.75,0,0,1,1
3332,12.99562980651539,77.58255585619457,48.92,5,2,1,6.36,4,24,3.11,0,47.14,47.18,52.44,5.3,7,0,0,1,1,0,1.0,genuine activity verified,0,1,2.97,0,0,0,0
1806,12.93575644768897,77.64207497159435,61.76,0,0,1,0.15,10,0,6.65,0,57.04,61.66,66.59,9.56,10,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,6.51,0,0,0,1
1509,13.044050707262365,77.61776375614035,32.84,7,3,0,8.12,6,28,7.98,1,35.1,27.27,36.13,8.86,15,0,0,1,0,1,0.8,worker not logged in,0,0,8.44,0,0,0,1
1947,12.957531233539134,77.636294242629,0.49,7,5,1,12.98,2,25,4.89,0,0.0,1.48,0.0,1.48,4,0,0,1,1,0,1.0,genuine activity verified,0,0,4.78,0,0,1,0
2321,12.960838966750934,77.61941405460811,82.24,3,0,1,0.0,3,14,3.26,2,83.43,80.09,83.19,3.34,9,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,2.94,0,0,0,0
2670,13.029090363217444,77.69101337955134,77.25,3,0,0,0.27,3,9,12.65,1,77.66,77.05,77.04,0.62,13,1,0,1,0,1,0.8,worker not logged in,0,1,12.25,1,0,0,1
3082,12.997956423379236,77.57107041489373,107.1,0,0,1,0.08,9,2,4.14,2,101.37,112.54,107.41,11.17,5,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,3.88,0,0,1,1
1562,13.059644125550184,77.61052526708033,17.19,9,6,1,19.16,3,37,10.12,1,13.49,21.4,16.67,7.91,9,0,0,1,1,0,1.0,genuine activity verified,0,0,9.94,0,0,0,1
1758,12.98154889041276,77.5770751811515,43.16,11,8,0,22.76,4,48,1.59,0,34.45,49.17,45.86,14.71,8,0,0,1,0,1,0.8,worker not logged in,0,1,2.2,0,0,0,0
3346,12.955718768016851,77.63287205079659,73.82,5,0,1,1.7,6,19,4.5,2,71.44,71.43,78.58,7.15,8,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,4.51,0,0,0,1
2099,12.947127804661609,77.59213700495798,59.5,0,0,1,0.19,5,1,2.4,0,56.38,58.23,63.88,7.49,1,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,2.73,0,0,1,1
1603,12.897720152912376,77.66335379517776,83.45,0,0,1,0.0,2,1,11.54,0,82.36,97.06,70.93,26.13,21,1,0,1,0,4,0.2,logged in but accepted no orders; no deliveries completed; gps movement too low; too few session interactions,1,0,11.09,1,0,0,1
3464,12.960456169087752,77.57336736178392,62.89,6,4,1,10.72,2,28,3.01,2,77.78,50.36,60.54,27.42,21,1,1,1,1,0,1.0,genuine activity verified,0,0,2.61,0,0,0,1
2122,13.017383733553096,77.65088506102867,80.55,14,6,1,23.21,9,38,7.61,1,84.77,80.85,76.04,8.74,12,1,0,1,0,1,0.8,too many rejected orders,0,1,7.94,0,0,0,0
3462,12.995553366906243,77.61832558122175,36.11,14,10,1,32.83,4,67,3.69,0,36.71,34.3,37.33,3.03,12,0,0,1,1,0,1.0,genuine activity verified,0,1,3.7,0,0,0,1
3298,12.972412320262416,77.59330155723652,73.01,10,5,1,15.1,7,47,0.25,0,69.97,80.98,68.07,12.91,0,1,1,1,0,1,0.8,too many rejected orders,0,1,0.17,0,0,1,0
3265,12.931802622247348,77.6162976935144,87.57,7,0,1,0.0,8,18,5.33,1,82.02,91.26,89.42,9.24,9,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,5.01,0,0,0,1
2454,12.98067492072051,77.60505057550117,74.79,9,3,1,6.5,7,37,0.93,4,69.16,88.79,66.44,22.35,17,1,1,0,0,1,0.8,too many rejected orders,0,0,1.52,0,1,0,1
2996,13.012112548207815,77.60883818721007,73.37,0,0,1,0.13,10,1,3.99,1,70.38,72.63,77.1,6.72,19,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,4.76,0,0,0,1
3401,12.9888287702588,77.58632515707622,50.48,5,0,1,1.43,7,20,2.13,2,50.12,50.27,51.03,0.91,17,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,2.12,0,0,0,1
1672,12.978269406785335,77.5665364596978,20.41,8,7,1,19.7,1,38,2.24,1,24.51,7.09,29.62,22.53,12,0,0,1,1,0,1.0,genuine activity verified,0,0,3.13,0,0,0,0
1094,12.939721693868751,77.5811971552015,107.72,4,0,1,0.0,6,14,3.89,0,94.67,115.38,113.11,20.72,14,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,0,3.83,0,0,0,1
1802,13.09795062417441,77.57960868344077,55.02,6,0,1,2.56,7,17,14.35,0,50.48,50.92,63.66,13.18,11,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,14.14,0,0,0,1
2592,12.846323807250233,77.6282779333013,74.21,6,0,1,1.55,7,23,14.83,1,72.61,75.64,74.39,3.04,13,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,14.4,1,0,0,1
2368,12.986913828354606,77.54519344111299,66.72,4,0,1,0.01,6,12,5.4,1,61.7,74.55,63.91,12.85,9,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,5.62,0,0,0,1
1201,13.186262774430217,77.65611891788429,26.19,17,8,0,35.31,9,73,20.0,2,26.89,27.52,24.16,3.37,18,0,0,1,0,1,0.8,worker not logged in,0,0,24.78,1,0,0,1
2401,12.911265064506727,77.62052180165924,32.21,0,0,1,0.11,6,2,7.5,0,37.32,27.92,31.39,9.4,10,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,7.27,0,0,0,1
1435,12.961945221811947,77.628175868684,27.72,9,9,1,9.2,0,48,3.38,3,30.98,26.72,25.46,5.53,12,0,0,0,1,0,1.0,genuine activity verified,0,0,3.79,0,0,0,0
2263,12.971283560395012,77.52361392252651,15.41,9,3,1,12.86,5,35,8.01,1,22.05,7.65,16.53,14.4,17,0,0,1,0,1,0.8,too many rejected orders,0,0,7.69,0,0,0,1
2439,12.953096687437737,77.590926076991,40.45,0,0,1,0.11,5,2,2.19,4,47.49,31.12,42.73,16.37,20,0,0,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,2.1,0,1,0,1
2591,13.01305496970236,77.61298978797795,77.82,10,2,1,9.04,11,38,4.81,2,83.98,81.86,67.63,16.36,7,1,1,1,0,1,0.8,too many rejected orders,0,1,5.02,0,0,0,0
2031,12.990498040574213,77.5966806443705,82.65,0,0,1,0.0,11,0,2.16,1,66.36,84.25,97.35,30.99,6,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,2.11,0,0,0,0
2020,12.977692014901892,77.64836299830694,7.47,6,3,1,9.82,5,25,5.82,0,12.09,10.32,0.0,12.09,15,0,0,1,0,1,0.8,too many rejected orders,0,0,5.86,0,0,0,1
2696,13.00349090244677,77.56172772400342,80.5,0,0,1,0.02,10,2,5.3,0,80.26,84.81,76.44,8.36,10,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,5.03,0,0,0,1
2872,12.97227002836287,77.51263835479239,69.48,10,3,1,7.29,7,34,8.76,3,71.98,63.32,73.14,9.82,1,1,0,0,0,1,0.8,too many rejected orders,0,1,8.88,0,0,1,1
3019,13.09879457955294,77.62701304067075,44.74,11,5,1,11.84,6,33,14.65,1,44.45,53.15,36.63,16.51,14,0,0,1,0,1,0.8,too many rejected orders,0,1,14.57,0,0,0,1
1833,12.97765387734627,77.57311655521526,81.12,3,0,1,0.0,5,9,2.21,1,89.64,70.96,82.77,18.67,8,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,0,2.42,0,0,0,1
2060,12.979411283939589,77.52425837609655,92.97,8,0,1,1.36,10,17,7.34,1,99.63,86.38,92.89,13.25,16,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.67,0,0,0,0
1826,12.903181278017069,77.58825950437735,95.79,4,0,0,0.0,5,11,7.7,2,87.47,96.98,102.92,15.45,18,1,0,1,0,1,0.8,worker not logged in,0,1,7.64,0,0,0,1
2318,12.949861986907864,77.64382231903727,108.1,10,2,1,3.74,7,34,5.54,3,112.77,106.73,104.82,7.95,14,1,0,0,0,1,0.8,too many rejected orders,0,1,5.86,0,0,0,1
1318,13.017495107271992,77.54406989528749,86.39,8,0,1,2.62,8,27,7.76,1,83.99,84.36,90.83,6.84,17,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.48,0,0,0,1
2075,12.918181725985606,77.68803983815789,73.96,10,3,1,7.24,9,42,11.95,2,77.46,76.07,68.34,9.12,11,1,0,1,0,1,0.8,too many rejected orders,0,1,11.74,1,0,0,0
1471,12.885297713027922,77.56108473621853,93.56,11,1,1,7.14,8,27,9.99,1,101.67,93.79,85.22,16.44,4,1,0,1,0,1,0.8,too many rejected orders,0,1,10.26,1,0,1,1
2331,12.972892618847503,77.59808043416503,57.13,0,0,1,0.21,5,0,0.48,2,62.02,48.08,61.27,13.93,11,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,0.4,0,0,0,1
3126,13.026429780298999,77.54583470328609,48.63,14,11,1,17.43,5,55,7.8,1,42.75,44.1,59.06,16.32,16,0,0,1,0,1,0.8,too many rejected orders,0,1,8.07,0,0,0,1
3463,12.973295249147846,77.59626441394784,65.18,7,4,0,12.85,6,30,0.0,4,70.11,67.82,57.61,12.5,6,1,1,0,0,1,0.8,worker not logged in,0,1,0.26,0,1,0,1
2115,12.958155015894947,77.58925008712966,88.79,6,1,0,2.77,7,16,1.39,4,92.16,89.78,84.45,7.71,10,1,1,0,0,1,0.8,worker not logged in,0,1,1.6,0,1,0,0
1140,12.897260482490362,77.53502024390676,61.37,3,0,1,0.27,4,12,10.47,1,58.83,61.46,63.81,4.99,19,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,10.49,0,0,0,1
1569,12.989690164908088,77.70763307875804,78.94,7,0,1,0.0,9,17,12.59,2,75.81,81.17,79.82,5.36,13,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,12.41,1,0,0,1
1262,12.998051004355322,77.57478651323925,75.41,8,0,1,1.43,9,19,3.69,2,83.0,67.09,76.14,15.91,3,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,3.64,0,0,1,0
2898,12.97210935846648,77.6594565951816,24.15,12,6,1,14.2,6,46,7.35,2,28.98,19.32,24.14,9.66,15,0,0,1,0,1,0.8,too many rejected orders,0,0,7.03,0,0,0,1
3461,13.01698129794789,77.63336143517415,51.03,5,0,1,2.58,6,12,6.22,1,52.49,52.63,47.96,4.67,5,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.57,0,0,1,1
2384,13.002227821035685,77.66717019533394,78.85,8,0,1,0.0,8,28,8.44,0,82.81,72.62,81.13,10.19,11,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,8.57,1,0,0,1
1442,13.016892637701893,77.63965747472017,63.24,5,0,1,2.04,6,11,7.59,3,65.92,60.87,62.92,5.05,13,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.01,0,0,0,1
1052,12.994941003673334,77.54655279507894,107.45,9,1,1,5.18,11,30,5.14,2,111.1,103.8,107.44,7.31,12,1,0,1,0,1,0.8,too many rejected orders,0,1,5.82,0,0,0,1
3440,12.997747308352453,77.60315636037978,87.26,1,0,0,0.0,1,3,2.89,1,90.27,82.28,89.24,7.99,4,1,1,1,0,1,0.8,worker not logged in,0,1,3.05,0,0,1,1
1790,12.99242883594807,77.5193451007046,39.45,5,3,1,10.24,3,19,8.1,4,49.88,22.48,46.0,27.4,14,0,0,0,1,0,1.0,genuine activity verified,0,0,8.48,0,1,0,1
1280,13.006338892860049,77.6306682032529,59.21,7,1,1,4.34,5,20,5.43,0,58.05,65.45,54.14,11.31,11,1,0,1,0,1,0.8,too many rejected orders,0,1,5.49,0,0,0,1
1442,12.898849689235044,77.52919247445878,6.28,2,1,1,1.91,1,10,10.6,1,9.15,9.68,0.0,9.68,16,0,0,1,1,0,1.0,genuine activity verified,0,0,10.76,0,0,0,1
1638,12.91155762265514,77.56247194705563,54.33,6,2,1,7.97,4,23,7.74,0,57.09,54.83,51.09,6.0,17,1,0,1,1,0,1.0,genuine activity verified,0,1,7.53,0,0,0,0
2639,12.94215968399241,77.59447193983874,18.93,7,5,1,13.41,3,34,3.36,0,17.71,19.31,19.76,2.05,10,0,0,1,1,0,1.0,genuine activity verified,0,0,3.27,0,0,0,0
3229,12.966407193133099,77.61240026244565,30.35,7,4,1,10.0,3,26,1.56,1,32.9,30.69,27.44,5.47,12,0,0,1,1,0,1.0,genuine activity verified,0,0,2.01,0,0,0,1
1687,12.987125476932327,77.58416261506419,54.31,4,0,1,1.18,5,17,1.86,1,58.21,48.74,55.99,9.48,13,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,2.06,0,0,0,0
2718,12.984587266129154,77.65536334706931,71.86,9,4,1,10.8,5,34,6.74,1,71.58,70.43,73.58,3.15,17,1,0,1,0,1,0.8,too many rejected orders,0,1,6.74,0,0,0,0
1162,13.053362114730225,77.68677050961611,49.99,10,5,1,15.11,6,46,13.76,0,47.86,47.46,54.66,7.2,10,0,0,1,0,1,0.8,too many rejected orders,0,1,13.5,0,0,0,1
1025,13.017539811943214,77.62038899016257,46.92,11,7,1,21.34,3,43,6.67,0,49.52,44.16,47.08,5.36,13,0,0,1,1,0,1.0,genuine activity verified,0,1,5.82,0,0,0,0
1137,12.93670459566825,77.54542396392061,55.56,7,4,1,11.85,2,26,6.84,4,52.05,62.68,51.96,10.72,17,1,0,0,1,0,1.0,genuine activity verified,0,1,6.59,0,1,0,0
3307,12.98114304440202,77.66257471590181,52.05,12,7,1,20.55,7,48,7.09,1,52.95,50.29,52.91,2.65,12,1,0,1,0,1,0.8,too many rejected orders,0,1,7.44,0,0,0,0
2454,12.937686738091127,77.56247739422886,53.83,7,0,1,2.36,7,21,5.1,3,56.56,64.74,40.2,24.55,8,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,0,5.13,0,0,0,1
3012,12.97348754927741,77.74418201114477,101.41,11,1,1,3.58,11,30,16.27,1,96.85,100.5,106.87,10.02,8,1,0,1,0,1,0.8,too many rejected orders,0,1,16.21,1,0,0,1
1054,12.98447165476194,77.67548780227702,25.89,9,3,1,8.88,7,35,8.7,4,31.89,13.48,32.29,18.82,0,0,0,0,0,1,0.8,too many rejected orders,0,0,8.88,0,1,1,1
1055,12.835251516941133,77.61510626129456,75.61,5,0,1,0.0,6,12,15.49,1,80.38,70.07,76.38,10.31,16,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,15.32,1,0,0,1
3121,13.068049761585588,77.63588052390718,90.29,7,0,1,2.34,7,20,10.82,0,83.5,106.23,81.14,25.09,8,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,11.62,1,0,0,1
1256,12.994256347095899,77.47128320947772,35.21,8,1,1,4.37,6,23,13.79,0,34.49,33.03,38.1,5.06,10,0,0,1,0,1,0.8,too many rejected orders,0,1,13.6,0,0,0,1
1388,12.947771868983464,77.58679990338038,60.69,8,5,0,11.19,4,38,2.61,1,60.76,60.62,60.7,0.14,9,1,1,1,0,1,0.8,worker not logged in,0,1,2.78,0,0,0,0
2297,13.04869479020921,77.63868662559678,35.23,7,1,1,4.23,7,26,9.77,0,42.02,34.56,29.1,12.92,4,0,0,1,0,1,0.8,too many rejected orders,0,1,9.81,0,0,1,0
2516,12.957702753180552,77.63158041073257,19.21,0,0,1,0.1,8,1,4.81,1,10.93,29.41,17.28,18.48,20,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,4.29,0,0,0,1
1572,12.976900775433123,77.545811066476,75.41,7,0,1,2.07,10,18,4.88,0,83.01,67.94,75.29,15.07,9,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,5.32,0,0,0,0
2111,12.952115367584096,77.58285111840529,104.14,6,0,1,1.71,7,22,2.61,0,105.91,109.47,97.03,12.44,5,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,2.51,0,0,1,1
2687,13.037679673497735,77.49314537979195,53.16,0,0,1,0.08,11,2,13.5,1,41.64,58.8,59.04,17.4,15,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,13.22,0,0,0,1
2107,12.967400611747765,77.61111971360691,73.81,9,1,0,3.69,9,25,1.91,0,73.89,66.34,81.2,14.86,9,1,1,1,0,1,0.8,worker not logged in,0,1,1.85,0,0,0,1
1956,12.97757936402958,77.51926686395093,1.1,5,0,1,2.21,6,16,7.62,1,0.0,3.31,0.0,3.31,7,0,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,8.19,0,0,0,1
1179,13.18579016215157,77.66732113429539,34.52,10,2,1,7.85,8,32,20.0,0,37.35,30.11,36.1,7.23,13,0,0,1,0,1,0.8,too many rejected orders,0,0,25.09,1,0,0,1
2129,12.995005578298443,77.64190899442869,58.26,10,5,1,17.2,7,46,5.67,1,60.96,48.79,65.02,16.23,16,1,0,1,0,1,0.8,too many rejected orders,0,1,5.75,0,0,0,1
3006,12.969426077394637,77.57562532742374,15.33,3,1,1,3.71,3,16,1.89,0,19.63,21.52,4.83,16.69,7,0,0,1,1,0,1.0,genuine activity verified,0,0,2.07,0,0,0,1
2566,13.016015638894299,77.61545103721816,11.92,14,12,1,31.27,3,60,5.32,1,20.38,12.7,2.68,17.7,6,0,0,1,1,0,1.0,genuine activity verified,0,0,5.43,0,0,0,1
3232,13.073139329177119,77.58591605103759,69.71,0,0,1,0.02,6,0,11.2,0,73.91,76.78,58.43,18.35,13,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,11.33,0,0,0,1
1315,12.984296417951978,77.60427633580059,91.58,5,0,1,0.61,4,15,1.34,0,93.23,91.11,90.4,2.84,1,1,1,1,0,1,0.8,no deliveries completed,0,1,1.76,0,0,1,1
1027,12.976270403514903,77.54870962307028,36.32,1,0,0,0.18,1,8,5.06,1,34.49,28.01,46.46,18.45,6,0,0,1,0,1,0.8,worker not logged in,0,0,5.0,0,0,0,1
2370,12.978425083344764,77.6194997049296,17.34,6,3,1,8.56,4,25,2.59,0,7.72,24.38,19.9,16.66,8,0,0,1,1,0,1.0,genuine activity verified,0,0,2.8,0,0,0,0
1446,13.024017180033262,77.52895259079102,62.37,5,0,1,1.05,7,19,9.43,5,61.66,62.6,62.84,1.19,6,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,9.2,0,1,1,1
2484,12.947632090598683,77.52140279350682,53.58,7,2,1,6.9,6,26,8.55,1,51.53,57.11,52.1,5.58,11,1,0,1,0,1,0.8,too many rejected orders,0,1,8.37,0,0,0,0
3259,12.960467297611533,77.58972286733332,62.75,9,4,1,11.6,7,39,1.91,3,58.65,64.95,64.66,6.29,14,1,1,0,0,1,0.8,too many rejected orders,0,1,1.35,0,0,0,1
1842,12.910102282034934,77.58615026881554,85.59,11,0,1,1.91,11,27,6.83,3,82.15,87.8,86.82,5.65,11,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.9,0,0,0,1
2373,12.924245285494402,77.60549206922207,87.86,10,1,1,9.66,10,26,5.12,2,89.72,86.6,87.28,3.12,19,1,0,1,0,1,0.8,too many rejected orders,0,1,5.4,0,0,0,1
2704,12.950887999892082,77.56861970039054,96.91,5,0,1,0.0,5,15,3.12,1,100.24,94.68,95.8,5.56,13,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,3.64,0,0,0,0
1375,12.969362520237583,77.67002766663143,39.02,10,4,0,10.28,8,38,8.94,0,44.1,45.18,27.79,17.38,17,0,0,1,0,1,0.8,worker not logged in,0,1,8.18,0,0,0,1
3243,13.042363333030805,77.60102419957518,82.76,9,0,1,5.07,10,38,8.13,0,89.77,70.27,88.26,19.51,15,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,7.9,1,0,0,1
1506,12.99303971219701,77.60391527114065,48.69,8,7,0,26.54,4,39,2.35,1,47.38,48.76,49.95,2.57,6,0,0,1,0,1,0.8,worker not logged in,0,1,2.59,0,0,0,0
3020,12.935116859592409,77.60248935509628,58.04,3,0,1,0.0,4,10,4.74,3,57.19,54.63,62.31,7.68,23,1,1,0,0,2,0.6,no deliveries completed; gps movement too low,0,1,4.15,0,0,1,1
